q	s	ani	frag	total	cq	cs
spire_mag_02294715	spire_mag_01678249	78.0876	518	1926	RGM	SGM
spire_mag_02294715	spire_mag_01680964	78.0741	530	1926	RGM	SGM
spire_mag_02294715	spire_mag_00709062	78.0658	387	1926	RGM	SGM
spire_mag_02294715	spire_mag_01679848	77.9717	530	1926	RGM	SGM
spire_mag_02294715	spire_mag_01822855	77.9493	435	1926	RGM	FSM
spire_mag_02294715	spire_mag_02088418	77.9087	448	1926	RGM	FSM
spire_mag_01678249	spire_mag_01680964	99.8156	1512	1625	SGM	SGM
spire_mag_01678249	spire_mag_01679848	99.241	1440	1625	SGM	SGM
spire_mag_01678249	spire_mag_01823769	81.064	916	1625	SGM	SGM
spire_mag_01678249	spire_mag_02001409	79.9441	782	1625	SGM	SGM
spire_mag_01678249	spire_mag_01733412	79.8419	860	1625	SGM	SGM
spire_mag_01678249	spire_mag_01586430	78.9401	604	1625	SGM	RGM
spire_mag_01678249	spire_mag_01586673	78.8538	599	1625	SGM	RGM
spire_mag_01678249	spire_mag_02520786	78.6339	532	1625	SGM	RGM
spire_mag_01678249	spire_mag_00825292	78.6205	546	1625	SGM	RGM
spire_mag_01678249	spire_mag_01112767	78.4077	370	1625	SGM	FSM
spire_mag_01678249	spire_mag_02519404	78.2828	551	1625	SGM	RGM
spire_mag_01678249	spire_mag_02307626	78.2389	492	1625	SGM	RGM
spire_mag_01678249	spire_mag_01753708	78.2293	345	1625	SGM	FSM
spire_mag_01678249	spire_mag_02294715	78.2168	496	1625	SGM	RGM
spire_mag_01678249	spire_mag_02298516	78.1985	482	1625	SGM	RGM
spire_mag_01678249	spire_mag_02598702	78.1691	466	1625	SGM	SGM
spire_mag_01678249	spire_mag_02100063	78.1539	359	1625	SGM	FSM
spire_mag_01678249	spire_mag_02299450	78.1432	469	1625	SGM	RGM
spire_mag_01678249	spire_mag_01882647	78.141	353	1625	SGM	FSM
spire_mag_01678249	spire_mag_02296681	78.115	499	1625	SGM	RGM
spire_mag_01678249	spire_mag_02088287	77.9382	372	1625	SGM	FSM
spire_mag_01678249	spire_mag_00874439	77.8921	304	1625	SGM	FSM
spire_mag_01678249	spire_mag_02087828	77.8708	379	1625	SGM	FSM
spire_mag_01678249	spire_mag_02088330	77.8575	376	1625	SGM	FSM
spire_mag_01678249	spire_mag_00873124	77.81	314	1625	SGM	FSM
spire_mag_01678249	spire_mag_00709062	77.7346	336	1625	SGM	SGM
spire_mag_01678249	spire_mag_00493620	77.7007	426	1625	SGM	RGM
spire_mag_01678249	spire_mag_00492514	77.5809	446	1625	SGM	RGM
spire_mag_01678249	spire_mag_02088284	77.5719	298	1625	SGM	FSM
spire_mag_01678249	spire_mag_01822855	77.4088	300	1625	SGM	FSM
spire_mag_01678249	spire_mag_02088418	77.2274	300	1625	SGM	FSM
spire_mag_01679848	spire_mag_01678249	99.1694	1435	1672	SGM	SGM
spire_mag_01679848	spire_mag_01680964	99.1553	1466	1672	SGM	SGM
spire_mag_01679848	spire_mag_01823769	80.9274	939	1672	SGM	SGM
spire_mag_01679848	spire_mag_02001409	79.8871	797	1672	SGM	SGM
spire_mag_01679848	spire_mag_01733412	79.7913	843	1672	SGM	SGM
spire_mag_01679848	spire_mag_01586673	78.746	602	1672	SGM	RGM
spire_mag_01679848	spire_mag_01586430	78.7416	610	1672	SGM	RGM
spire_mag_01679848	spire_mag_00825292	78.6646	556	1672	SGM	RGM
spire_mag_01679848	spire_mag_02520786	78.5744	530	1672	SGM	RGM
spire_mag_01679848	spire_mag_01112767	78.3005	373	1672	SGM	FSM
spire_mag_01679848	spire_mag_02519404	78.2667	543	1672	SGM	RGM
spire_mag_01679848	spire_mag_02100063	78.2051	354	1672	SGM	FSM
spire_mag_01679848	spire_mag_02294715	78.1933	495	1672	SGM	RGM
spire_mag_01679848	spire_mag_01753708	78.1799	350	1672	SGM	FSM
spire_mag_01679848	spire_mag_02307626	78.1715	501	1672	SGM	RGM
spire_mag_01679848	spire_mag_02296681	78.1559	495	1672	SGM	RGM
spire_mag_01679848	spire_mag_02598702	78.1429	482	1672	SGM	SGM
spire_mag_01679848	spire_mag_02298516	78.096	493	1672	SGM	RGM
spire_mag_01679848	spire_mag_02299450	78.0564	482	1672	SGM	RGM
spire_mag_01679848	spire_mag_02087828	78.0333	375	1672	SGM	FSM
spire_mag_01679848	spire_mag_02088330	78.0135	374	1672	SGM	FSM
spire_mag_01679848	spire_mag_01882647	77.9975	366	1672	SGM	FSM
spire_mag_01679848	spire_mag_02088287	77.908	391	1672	SGM	FSM
spire_mag_01679848	spire_mag_00493620	77.7097	449	1672	SGM	RGM
spire_mag_01679848	spire_mag_00709062	77.671	342	1672	SGM	SGM
spire_mag_01679848	spire_mag_00874439	77.6563	313	1672	SGM	FSM
spire_mag_01679848	spire_mag_00873124	77.5516	314	1672	SGM	FSM
spire_mag_01679848	spire_mag_00492514	77.5108	460	1672	SGM	RGM
spire_mag_01679848	spire_mag_01822855	77.5018	311	1672	SGM	FSM
spire_mag_01679848	spire_mag_02088284	77.3987	293	1672	SGM	FSM
spire_mag_01679848	spire_mag_02088418	77.1417	301	1672	SGM	FSM
spire_mag_01680964	spire_mag_01678249	99.7269	1500	1688	SGM	SGM
spire_mag_01680964	spire_mag_01679848	99.1656	1464	1688	SGM	SGM
spire_mag_01680964	spire_mag_01823769	81.0127	931	1688	SGM	SGM
spire_mag_01680964	spire_mag_02001409	79.9449	796	1688	SGM	SGM
spire_mag_01680964	spire_mag_01733412	79.6854	859	1688	SGM	SGM
spire_mag_01680964	spire_mag_01586430	78.8258	608	1688	SGM	RGM
spire_mag_01680964	spire_mag_01586673	78.8214	597	1688	SGM	RGM
spire_mag_01680964	spire_mag_00825292	78.6677	543	1688	SGM	RGM
spire_mag_01680964	spire_mag_02520786	78.6621	534	1688	SGM	RGM
spire_mag_01680964	spire_mag_02519404	78.3302	547	1688	SGM	RGM
spire_mag_01680964	spire_mag_01112767	78.3206	369	1688	SGM	FSM
spire_mag_01680964	spire_mag_02307626	78.2378	496	1688	SGM	RGM
spire_mag_01680964	spire_mag_02598702	78.1808	472	1688	SGM	SGM
spire_mag_01680964	spire_mag_02298516	78.1638	504	1688	SGM	RGM
spire_mag_01680964	spire_mag_02294715	78.1617	507	1688	SGM	RGM
spire_mag_01680964	spire_mag_02296681	78.1598	496	1688	SGM	RGM
spire_mag_01680964	spire_mag_02299450	78.145	477	1688	SGM	RGM
spire_mag_01680964	spire_mag_01753708	78.1352	352	1688	SGM	FSM
spire_mag_01680964	spire_mag_02100063	78.1328	355	1688	SGM	FSM
spire_mag_01680964	spire_mag_01882647	77.9688	357	1688	SGM	FSM
spire_mag_01680964	spire_mag_02088330	77.8937	370	1688	SGM	FSM
spire_mag_01680964	spire_mag_02088287	77.847	382	1688	SGM	FSM
spire_mag_01680964	spire_mag_00709062	77.8406	331	1688	SGM	SGM
spire_mag_01680964	spire_mag_02087828	77.839	383	1688	SGM	FSM
spire_mag_01680964	spire_mag_00874439	77.7719	309	1688	SGM	FSM
spire_mag_01680964	spire_mag_00873124	77.6572	316	1688	SGM	FSM
spire_mag_01680964	spire_mag_00493620	77.5443	436	1688	SGM	RGM
spire_mag_01680964	spire_mag_00492514	77.4895	444	1688	SGM	RGM
spire_mag_01680964	spire_mag_02088284	77.4529	290	1688	SGM	FSM
spire_mag_01680964	spire_mag_01822855	77.4469	311	1688	SGM	FSM
spire_mag_01680964	spire_mag_02088418	77.1509	296	1688	SGM	FSM
spire_mag_02598702	spire_mag_01586430	79.6641	683	1641	SGM	RGM
spire_mag_02598702	spire_mag_01586673	79.6441	671	1641	SGM	RGM
spire_mag_02598702	spire_mag_02001409	79.0856	650	1641	SGM	SGM
spire_mag_02598702	spire_mag_02519404	79.0776	594	1641	SGM	RGM
spire_mag_02598702	spire_mag_00825292	78.9599	576	1641	SGM	RGM
spire_mag_02598702	spire_mag_02520786	78.9588	588	1641	SGM	RGM
spire_mag_02598702	spire_mag_02298516	78.6978	583	1641	SGM	RGM
spire_mag_02598702	spire_mag_02307626	78.6774	587	1641	SGM	RGM
spire_mag_02598702	spire_mag_02296681	78.6766	586	1641	SGM	RGM
spire_mag_02598702	spire_mag_02294715	78.6644	584	1641	SGM	RGM
spire_mag_02598702	spire_mag_02299450	78.6241	564	1641	SGM	RGM
spire_mag_02598702	spire_mag_01823769	78.5634	544	1641	SGM	SGM
spire_mag_02598702	spire_mag_01112767	78.5492	416	1641	SGM	FSM
spire_mag_02598702	spire_mag_01733412	78.5232	547	1641	SGM	SGM
spire_mag_02598702	spire_mag_02087828	78.321	414	1641	SGM	FSM
spire_mag_02598702	spire_mag_01882647	78.3207	392	1641	SGM	FSM
spire_mag_02598702	spire_mag_01678249	78.3124	444	1641	SGM	SGM
spire_mag_02598702	spire_mag_02088287	78.279	406	1641	SGM	FSM
spire_mag_02598702	spire_mag_01679848	78.2632	457	1641	SGM	SGM
spire_mag_02598702	spire_mag_02088330	78.2579	414	1641	SGM	FSM
spire_mag_02598702	spire_mag_01680964	78.2551	463	1641	SGM	SGM
spire_mag_02598702	spire_mag_01753708	78.1945	386	1641	SGM	FSM
spire_mag_02598702	spire_mag_02100063	78.1751	387	1641	SGM	FSM
spire_mag_02598702	spire_mag_00493620	78.0809	525	1641	SGM	RGM
spire_mag_02598702	spire_mag_00492514	78.0494	520	1641	SGM	RGM
spire_mag_02598702	spire_mag_00709062	77.6441	311	1641	SGM	SGM
spire_mag_02598702	spire_mag_00873124	77.6335	326	1641	SGM	FSM
spire_mag_02598702	spire_mag_02088284	77.6275	301	1641	SGM	FSM
spire_mag_02598702	spire_mag_00874439	77.5971	326	1641	SGM	FSM
spire_mag_02598702	spire_mag_01822855	77.3417	332	1641	SGM	FSM
spire_mag_02598702	spire_mag_02088418	77.3343	321	1641	SGM	FSM
spire_mag_00709062	spire_mag_02520786	78.7529	420	1006	SGM	RGM
spire_mag_00709062	spire_mag_00825292	78.4662	458	1006	SGM	RGM
spire_mag_00709062	spire_mag_01733412	78.427	435	1006	SGM	SGM
spire_mag_00709062	spire_mag_01586673	78.3995	458	1006	SGM	RGM
spire_mag_00709062	spire_mag_01586430	78.3932	454	1006	SGM	RGM
spire_mag_00709062	spire_mag_02100063	78.2635	324	1006	SGM	FSM
spire_mag_00709062	spire_mag_02519404	78.2446	396	1006	SGM	RGM
spire_mag_00709062	spire_mag_01112767	78.2065	327	1006	SGM	FSM
spire_mag_00709062	spire_mag_01753708	78.1821	329	1006	SGM	FSM
spire_mag_00709062	spire_mag_02294715	78.1748	370	1006	SGM	RGM
spire_mag_00709062	spire_mag_02307626	78.1383	377	1006	SGM	RGM
spire_mag_00709062	spire_mag_02298516	78.0919	374	1006	SGM	RGM
spire_mag_00709062	spire_mag_02088287	78.0654	354	1006	SGM	FSM
spire_mag_00709062	spire_mag_02296681	78.0628	383	1006	SGM	RGM
spire_mag_00709062	spire_mag_02088330	78.0436	357	1006	SGM	FSM
spire_mag_00709062	spire_mag_02087828	77.9938	356	1006	SGM	FSM
spire_mag_00709062	spire_mag_02299450	77.9857	367	1006	SGM	RGM
spire_mag_00709062	spire_mag_01823769	77.9837	430	1006	SGM	SGM
spire_mag_00709062	spire_mag_02001409	77.95	397	1006	SGM	SGM
spire_mag_00709062	spire_mag_01882647	77.9298	333	1006	SGM	FSM
spire_mag_00709062	spire_mag_01679848	77.7615	340	1006	SGM	SGM
spire_mag_00709062	spire_mag_01680964	77.7477	345	1006	SGM	SGM
spire_mag_00709062	spire_mag_01678249	77.7408	341	1006	SGM	SGM
spire_mag_00709062	spire_mag_00874439	77.7138	282	1006	SGM	FSM
spire_mag_00709062	spire_mag_00873124	77.6925	285	1006	SGM	FSM
spire_mag_00709062	spire_mag_02598702	77.6772	319	1006	SGM	SGM
spire_mag_00709062	spire_mag_01822855	77.6407	259	1006	SGM	FSM
spire_mag_00709062	spire_mag_02088418	77.5985	278	1006	SGM	FSM
spire_mag_00709062	spire_mag_02088284	77.1641	262	1006	SGM	FSM
spire_mag_00709062	spire_mag_00492514	77.162	294	1006	SGM	RGM
spire_mag_00709062	spire_mag_00493620	77.1095	297	1006	SGM	RGM
spire_mag_02001409	spire_mag_01823769	80.0438	807	1931	SGM	SGM
spire_mag_02001409	spire_mag_01680964	79.8191	797	1931	SGM	SGM
spire_mag_02001409	spire_mag_01678249	79.8185	788	1931	SGM	SGM
spire_mag_02001409	spire_mag_01679848	79.7117	791	1931	SGM	SGM
spire_mag_02001409	spire_mag_01733412	79.2139	791	1931	SGM	SGM
spire_mag_02001409	spire_mag_01586673	79.1615	644	1931	SGM	RGM
spire_mag_02001409	spire_mag_02598702	79.151	663	1931	SGM	SGM
spire_mag_02001409	spire_mag_01586430	79.1163	647	1931	SGM	RGM
spire_mag_02001409	spire_mag_02520786	78.6861	583	1931	SGM	RGM
spire_mag_02001409	spire_mag_02519404	78.6051	567	1931	SGM	RGM
spire_mag_02001409	spire_mag_00825292	78.6003	597	1931	SGM	RGM
spire_mag_02001409	spire_mag_01112767	78.3187	416	1931	SGM	FSM
spire_mag_02001409	spire_mag_02088287	78.2124	423	1931	SGM	FSM
spire_mag_02001409	spire_mag_02087828	78.1966	431	1931	SGM	FSM
spire_mag_02001409	spire_mag_02298516	78.1461	547	1931	SGM	RGM
spire_mag_02001409	spire_mag_02307626	78.1171	550	1931	SGM	RGM
spire_mag_02001409	spire_mag_02296681	78.1145	561	1931	SGM	RGM
spire_mag_02001409	spire_mag_01882647	78.114	415	1931	SGM	FSM
spire_mag_02001409	spire_mag_02294715	78.1025	553	1931	SGM	RGM
spire_mag_02001409	spire_mag_02088330	78.0544	430	1931	SGM	FSM
spire_mag_02001409	spire_mag_02299450	78.0496	533	1931	SGM	RGM
spire_mag_02001409	spire_mag_02100063	78.0303	402	1931	SGM	FSM
spire_mag_02001409	spire_mag_00709062	77.9086	389	1931	SGM	SGM
spire_mag_02001409	spire_mag_01753708	77.8829	399	1931	SGM	FSM
spire_mag_02001409	spire_mag_00874439	77.6669	315	1931	SGM	FSM
spire_mag_02001409	spire_mag_00873124	77.6516	326	1931	SGM	FSM
spire_mag_02001409	spire_mag_00493620	77.5	440	1931	SGM	RGM
spire_mag_02001409	spire_mag_00492514	77.4824	460	1931	SGM	RGM
spire_mag_02001409	spire_mag_02088418	77.4728	336	1931	SGM	FSM
spire_mag_02001409	spire_mag_02088284	77.3167	336	1931	SGM	FSM
spire_mag_02001409	spire_mag_01822855	77.1804	313	1931	SGM	FSM
spire_mag_01823769	spire_mag_01678249	81.0314	920	1702	SGM	SGM
spire_mag_01823769	spire_mag_01679848	80.9219	929	1702	SGM	SGM
spire_mag_01823769	spire_mag_01680964	80.9189	945	1702	SGM	SGM
spire_mag_01823769	spire_mag_01733412	80.3032	962	1702	SGM	SGM
spire_mag_01823769	spire_mag_02001409	79.9113	826	1702	SGM	SGM
spire_mag_01823769	spire_mag_01586430	79.2805	723	1702	SGM	RGM
spire_mag_01823769	spire_mag_01586673	79.269	722	1702	SGM	RGM
spire_mag_01823769	spire_mag_02520786	79.1438	640	1702	SGM	RGM
spire_mag_01823769	spire_mag_00825292	78.8498	695	1702	SGM	RGM
spire_mag_01823769	spire_mag_01112767	78.6216	423	1702	SGM	FSM
spire_mag_01823769	spire_mag_02519404	78.6142	656	1702	SGM	RGM
spire_mag_01823769	spire_mag_01882647	78.5245	431	1702	SGM	FSM
spire_mag_01823769	spire_mag_02598702	78.5227	560	1702	SGM	SGM
spire_mag_01823769	spire_mag_02088330	78.4471	448	1702	SGM	FSM
spire_mag_01823769	spire_mag_02088287	78.4327	445	1702	SGM	FSM
spire_mag_01823769	spire_mag_02299450	78.4323	584	1702	SGM	RGM
spire_mag_01823769	spire_mag_02307626	78.4301	607	1702	SGM	RGM
spire_mag_01823769	spire_mag_02294715	78.401	621	1702	SGM	RGM
spire_mag_01823769	spire_mag_02087828	78.3807	462	1702	SGM	FSM
spire_mag_01823769	spire_mag_02298516	78.3627	613	1702	SGM	RGM
spire_mag_01823769	spire_mag_02296681	78.3225	615	1702	SGM	RGM
spire_mag_01823769	spire_mag_02100063	78.2317	401	1702	SGM	FSM
spire_mag_01823769	spire_mag_01753708	78.2149	401	1702	SGM	FSM
spire_mag_01823769	spire_mag_00709062	78.1811	414	1702	SGM	SGM
spire_mag_01823769	spire_mag_00493620	77.9501	528	1702	SGM	RGM
spire_mag_01823769	spire_mag_00492514	77.8496	539	1702	SGM	RGM
spire_mag_01823769	spire_mag_00874439	77.7787	360	1702	SGM	FSM
spire_mag_01823769	spire_mag_00873124	77.7532	357	1702	SGM	FSM
spire_mag_01823769	spire_mag_01822855	77.7178	351	1702	SGM	FSM
spire_mag_01823769	spire_mag_02088284	77.698	327	1702	SGM	FSM
spire_mag_01823769	spire_mag_02088418	77.5693	339	1702	SGM	FSM
spire_mag_01733412	spire_mag_01823769	80.363	962	2161	SGM	SGM
spire_mag_01733412	spire_mag_01678249	79.7193	878	2161	SGM	SGM
spire_mag_01733412	spire_mag_01679848	79.707	867	2161	SGM	SGM
spire_mag_01733412	spire_mag_01680964	79.6571	887	2161	SGM	SGM
spire_mag_01733412	spire_mag_02520786	79.3689	664	2161	SGM	RGM
spire_mag_01733412	spire_mag_00825292	79.1803	717	2161	SGM	RGM
spire_mag_01733412	spire_mag_02001409	79.0981	799	2161	SGM	SGM
spire_mag_01733412	spire_mag_01586430	79.0661	802	2161	SGM	RGM
spire_mag_01733412	spire_mag_01586673	79.0407	807	2161	SGM	RGM
spire_mag_01733412	spire_mag_02519404	78.7917	716	2161	SGM	RGM
spire_mag_01733412	spire_mag_01112767	78.6619	476	2161	SGM	FSM
spire_mag_01733412	spire_mag_02088287	78.5698	501	2161	SGM	FSM
spire_mag_01733412	spire_mag_02087828	78.5668	515	2161	SGM	FSM
spire_mag_01733412	spire_mag_01753708	78.5333	442	2161	SGM	FSM
spire_mag_01733412	spire_mag_02088330	78.5094	502	2161	SGM	FSM
spire_mag_01733412	spire_mag_01882647	78.4655	470	2161	SGM	FSM
spire_mag_01733412	spire_mag_02307626	78.4351	694	2161	SGM	RGM
spire_mag_01733412	spire_mag_02100063	78.4324	465	2161	SGM	FSM
spire_mag_01733412	spire_mag_02298516	78.4242	682	2161	SGM	RGM
spire_mag_01733412	spire_mag_02296681	78.4052	675	2161	SGM	RGM
spire_mag_01733412	spire_mag_02299450	78.4046	659	2161	SGM	RGM
spire_mag_01733412	spire_mag_02294715	78.4011	690	2161	SGM	RGM
spire_mag_01733412	spire_mag_02598702	78.3937	613	2161	SGM	SGM
spire_mag_01733412	spire_mag_00709062	78.2043	442	2161	SGM	SGM
spire_mag_01733412	spire_mag_00873124	78.1056	396	2161	SGM	FSM
spire_mag_01733412	spire_mag_00874439	78.0787	382	2161	SGM	FSM
spire_mag_01733412	spire_mag_02088284	77.7388	380	2161	SGM	FSM
spire_mag_01733412	spire_mag_02088418	77.5968	408	2161	SGM	FSM
spire_mag_01733412	spire_mag_00492514	77.5915	599	2161	SGM	RGM
spire_mag_01733412	spire_mag_00493620	77.5902	594	2161	SGM	RGM
spire_mag_01733412	spire_mag_01822855	77.5227	408	2161	SGM	FSM
