tip	genome_id_or_accession	origin	culture_status	species	clade	genome_size_Mb	GC_pct	coding_density_pct	acidic_residues_pct	urease	ectoine_synthase	rhodopsin	salinity_habitat	completeness_pct	contamination_pct	biome	ncbi_organism_name	ncbi_genus	pathogenicity	coding_density_pct_uniform_prodigal	n_contigs	assembly_status	completeness_ncbi_checkm_pct	contamination_ncbi_checkm_pct	completeness_source	checkm2_this_study_completeness_pct	checkm2_this_study_contamination_pct	completeness_used_pct
GB_GCA_030666145.1	GCA_030666145.1	GTDB reference	MAG / uncultured	Mycobacterium sp030666145	RGM (large-genome)	3.215	64.14	90.02	11.58	absent	absent	absent					Mycolicibacterium sp.	not validly named	non_pathogen	90.52	335	draft	89.76	0.39	CheckM2 v1.0.1 (this study)	97.71	0.45	97.71
spire_mag_01584542.fa	spire_mag_01584542	SPIRE MAG	MAG / uncultured	Mycobacterium sp030666145	RGM (large-genome)	3.867	64.34	90.21	11.56	present	absent	absent		99.92	1.9	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.21	260	draft			CheckM2 v1.0.1 (this study)	99.94	1.79	99.94
RS_GCF_005222675.1	GCF_005222675.1	GTDB reference	MAG / uncultured	Mycobacterium sp005222675	RGM (large-genome)	6.537	66.89	91.51	11.79	present	absent	present					Mycolicibacterium sp. CR10	not validly named	non_pathogen	92.41	81	draft	99.66	1.77	CheckM2 v1.0.1 (this study)	99.99	0.11	99.99
RS_GCF_025821625.1	GCF_025821625.1	GTDB reference	Cultured isolate	Mycobacterium pyrenivorans	RGM (large-genome)	6.688	67.29	86.87	11.79	present	present	absent					Mycolicibacterium pyrenivorans	Mycolicibacterium	non_pathogen	90.84	304	draft	98.66	1.74	complete by definition (isolate)			100
RS_GCF_025821585.1	GCF_025821585.1	GTDB reference	Cultured isolate	Mycobacterium hippocampi	RGM (large-genome)	6.292	67.33	90.29	11.84	present	present	absent					Mycolicibacterium hippocampi	Mycolicibacterium	non_pathogen	92.19	382	draft	99.66	4.35	complete by definition (isolate)			100
RS_GCF_902705885.1	GCF_902705885.1	GTDB reference	Cultured isolate	Mycobacterium vanbaalenii_A	RGM (large-genome)	6.707	66.83	89.64	11.85	present	present	absent					Mycolicibacterium austroafricanum	Mycolicibacterium	non_pathogen	92.32	76	draft	99.61	4.41	complete by definition (isolate)			100
RS_GCF_039729195.1	GCF_039729195.1	GTDB reference	Cultured isolate	Mycobacterium hippocampi_A	RGM (large-genome)	6.259	66.74	91.64	11.85	present	present	absent					Mycobacterium sp. DL	not validly named	non_pathogen	92.68	2	draft	99.83	1.53	complete by definition (isolate)			100
GB_GCA_023404955.1	GCA_023404955.1	GTDB reference	MAG / uncultured	Mycobacterium sp023404955	RGM (large-genome)	6.297	67.25	93.39	11.55	present	absent	absent					Actinomycetes bacterium	not validly named	non_pathogen	92.79	166	draft			CheckM2 v1.0.1 (this study)	100	5.72	100
spire_mag_02184890.fa	spire_mag_02184890	SPIRE MAG	MAG / uncultured	Mycobacterium sp023404955	RGM (large-genome)	5.945	67.83	93.25	11.5	present	absent	absent		100.0	0.02	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	93.25	58	draft			CheckM2 v1.0.1 (this study)	100	0.02	100
RS_GCF_003254575.1	GCF_003254575.1	GTDB reference	Cultured isolate	Mycobacterium kyogaense	RGM (large-genome)	5.76	67.86	92.25	11.56	present	absent	absent					Mycobacterium kyogaense	Mycobacterium	non_pathogen	93.54	132	draft	99.51	1.88	complete by definition (isolate)			100
spire_mag_01199727.fa	spire_mag_01199727	SPIRE MAG	MAG / uncultured	Mycobacterium kyogaense	RGM (large-genome)	6.185	67.88	93.02	11.45	present	absent	absent		99.93	1.24		not applicable (MAG)	not applicable (MAG)	MAG	93.02	399	draft			CheckM2 v1.0.1 (this study)	99.89	1.26	99.89
RS_GCF_036946525.1	GCF_036946525.1	GTDB reference	Cultured isolate	Mycobacterium kyogaense_A	RGM (large-genome)	5.53	67.86	89.13	11.58	present	absent	absent					Mycobacterium kyogaense	Mycobacterium	non_pathogen	93.09	49	draft	93.51	3.03	complete by definition (isolate)			100
RS_GCF_007096635.1	GCF_007096635.1	GTDB reference	MAG / uncultured	Mycobacterium sp007096635	RGM (large-genome)	5.781	68.06	92.59	11.52	present	absent	absent					Mycolicibacterium sp. 018/SC-01/001	not validly named	non_pathogen	93.31	49	draft	99.51	2.56	CheckM2 v1.0.1 (this study)	100	0	100
RS_GCF_022348085.1	GCF_022348085.1	GTDB reference	MAG / uncultured	Mycobacterium sp022348085	RGM (large-genome)	6.088	67.97	91.96	11.56	present	absent	absent					Mycobacterium sp. PSTR-4-N	not validly named	non_pathogen	93.1	64	draft	100	2.5	CheckM2 v1.0.1 (this study)	100	0.02	100
GB_GCA_040752555.1	GCA_040752555.1	GTDB reference	MAG / uncultured	Mycobacterium sp040752555	RGM (large-genome)	6.213	67.65	91.76	11.45	present	absent	absent					Actinomycetota bacterium	not validly named	non_pathogen	92.8	71	draft			CheckM2 v1.0.1 (this study)	99.99	0.81	99.99
RS_GCF_001044235.1	GCF_001044235.1	GTDB reference	Cultured isolate	Mycobacterium chlorophenolicum	RGM (large-genome)	7.38	68.43	88.51	11.47	present	absent	present					Mycolicibacterium chlorophenolicum	Mycolicibacterium	non_pathogen	90.99	72	draft	100	3.96	complete by definition (isolate)			100
RS_GCF_001044255.1	GCF_001044255.1	GTDB reference	Cultured isolate	Mycobacterium chubuense	RGM (large-genome)	5.945	69.2	90.54	11.62	present	absent	present					Mycolicibacterium chubuense	Mycolicibacterium	non_pathogen	93.53	96	draft	98.38	1.17	complete by definition (isolate)			100
RS_GCF_010729305.1	GCF_010729305.1	GTDB reference	Cultured isolate	Mycobacterium psychrotolerans	RGM (large-genome)	5.732	68.75	91.7	11.66	present	absent	present					Mycolicibacterium psychrotolerans	Mycolicibacterium	non_pathogen	93.12	1	closed	99.83	0.88	complete by definition (isolate)			100
RS_GCF_022374875.2	GCF_022374875.2	GTDB reference	Cultured isolate	Mycobacterium rufum	RGM (large-genome)	6.107	69.3	91.92	11.56	present	absent	present					Mycolicibacterium rufum	Mycolicibacterium	non_pathogen	93.15	3	draft	100	0.81	complete by definition (isolate)			100
RS_GCF_000266905.1	GCF_000266905.1	GTDB reference	Cultured isolate	Mycobacterium chubuense_A	RGM (large-genome)	6.343	68.29	89.51	11.49	present	present	absent					Mycolicibacterium chubuense NBB4	Mycolicibacterium	non_pathogen	91.71	3	draft	99.89	0.78	complete by definition (isolate)			100
RS_GCF_000612725.1	GCF_000612725.1	GTDB reference	Cultured isolate	Mycobacterium austroafricanum	RGM (large-genome)	6.771	67.69	89.19	11.82	present	present	absent					Mycolicibacterium austroafricanum	Mycolicibacterium	non_pathogen	92.24	20	draft	100	0.09	complete by definition (isolate)			100
spire_mag_00691761.fa	spire_mag_00691761	SPIRE MAG	MAG / uncultured	Mycobacterium austroafricanum	RGM (large-genome)	6.121	67.96	92.58	11.8	present	present	absent		99.98	0.6	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.58	133	draft			CheckM2 v1.0.1 (this study)	99.96	0.54	99.96
spire_mag_00825461.fa	spire_mag_00825461	SPIRE MAG	MAG / uncultured	Mycobacterium austroafricanum	RGM (large-genome)	6.912	67.67	92.29	11.8	present	present	absent		96.77	3.94	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.29	685	draft			CheckM2 v1.0.1 (this study)	96.42	3.62	96.42
RS_GCF_001545925.1	GCF_001545925.1	GTDB reference	MAG / uncultured	Mycobacterium sp001545925	RGM (large-genome)	6.095	68.23	87.34	11.87	present	present	absent					Mycobacterium sp. NAZ190054	not validly named	non_pathogen	92.49	592	draft	92.89	3.27	CheckM2 v1.0.1 (this study)	99.93	0.44	99.93
RS_GCF_025263565.1	GCF_025263565.1	GTDB reference	MAG / uncultured	Mycobacterium sp025263565	RGM (large-genome)	6.882	67.43	85.77	11.78	present	present	absent					Mycobacterium sp. SMC-8	not validly named	non_pathogen	91.21	4	draft	99.93	1.67	CheckM2 v1.0.1 (this study)	100	0.19	100
RS_GCF_001552715.1	GCF_001552715.1	GTDB reference	Cultured isolate	Mycobacterium vaccae	RGM (large-genome)	6.169	68.55	91.5	11.81	present	absent	absent					Mycolicibacterium vaccae NBRC 14118 = CIP 105934	Mycolicibacterium	non_pathogen	92.91	370	draft	99.54	0.81	complete by definition (isolate)			100
RS_GCF_002968295.1	GCF_002968295.1	GTDB reference	MAG / uncultured	Mycobacterium sp002968295	RGM (large-genome)	6.06	68.71	85.62	11.78	present	present	absent					Mycobacterium sp. ITM-2016-00317	not validly named	non_pathogen	92.2	1	closed	91.53	1.33	complete by definition (closed)			100
RS_GCF_001650495.1	GCF_001650495.1	GTDB reference	Cultured isolate	Mycobacterium iranicum_A	RGM (large-genome)	6.485	66.1	91.47	11.79	present	absent	absent					Mycolicibacterium iranicum	Mycolicibacterium	non_pathogen	92.72	108	draft	99.83	2.61	complete by definition (isolate)			100
spire_mag_01188968.fa	spire_mag_01188968	SPIRE MAG	MAG / uncultured	novel sp.	RGM (large-genome)	6.369	66.26	92.7	11.78	present	absent	absent		99.99	0.32		not applicable (MAG)	not applicable (MAG)	MAG	92.7	466	draft			CheckM2 v1.0.1 (this study)	99.99	0.3	99.99
RS_GCF_002101705.1	GCF_002101705.1	GTDB reference	Cultured isolate	Mycobacterium iranicum	RGM (large-genome)	6.336	66.1	91.66	11.81	present	absent	absent					Mycolicibacterium iranicum	Mycolicibacterium	non_pathogen	92.75	82	draft	100	0.7	complete by definition (isolate)			100
spire_mag_01196792.fa	spire_mag_01196792	SPIRE MAG	MAG / uncultured	Mycobacterium iranicum	RGM (large-genome)	6.199	66.19	92.5	11.75	present	absent	absent		100.0	0.12		not applicable (MAG)	not applicable (MAG)	MAG	92.5	39	draft			CheckM2 v1.0.1 (this study)	100	0.1	100
spire_mag_01197568.fa	spire_mag_01197568	SPIRE MAG	MAG / uncultured	Mycobacterium iranicum	RGM (large-genome)	6.428	66.09	92.4	11.77	present	absent	absent		100.0	2.55		not applicable (MAG)	not applicable (MAG)	MAG	92.4	73	draft			CheckM2 v1.0.1 (this study)	100	2.54	100
RS_GCF_027706845.1	GCF_027706845.1	GTDB reference	MAG / uncultured	Mycobacterium sp027706845	RGM (large-genome)	6.72	66.5	91.7	11.72	present	absent	absent					Mycolicibacterium sp. BiH015	not validly named	non_pathogen	92.82	69	draft	99.59	1.98	CheckM2 v1.0.1 (this study)	100	0.12	100
RS_GCF_041287165.1	GCF_041287165.1	GTDB reference	MAG / uncultured	Mycobacterium sp041287165	RGM (large-genome)	6.071	66.86	91.51	11.86	present	absent	absent					[Mycobacterium] bulgaricum	not validly named	non_pathogen	92.64	58	draft			CheckM2 v1.0.1 (this study)	100	0.01	100
RS_GCF_029623955.1	GCF_029623955.1	GTDB reference	MAG / uncultured	Mycobacterium sp029623955	RGM (large-genome)	6.884	66.34	92.3	11.9	present	absent	absent					Mycobacterium sp. 236(2023)	not validly named	non_pathogen	93.19	29	draft	99.93	2.85	CheckM2 v1.0.1 (this study)	100	0.42	100
RS_GCF_014190915.1	GCF_014190915.1	GTDB reference	Cultured isolate	Mycobacterium iranicum_B	RGM (large-genome)	5.519	68.5	92.57	11.83	present	absent	absent					Mycolicibacterium iranicum	Mycolicibacterium	non_pathogen	93.04	26	draft	99.89	0.86	complete by definition (isolate)			100
RS_GCF_900637195.1	GCF_900637195.1	GTDB reference	Cultured isolate	Mycobacterium aurum	RGM (large-genome)	6.036	67.54	92.75	11.72	present	absent	absent					Mycolicibacterium aurum	Mycolicibacterium	non_pathogen	93.35	1	closed	100	0.94	complete by definition (isolate)			100
RS_GCF_002086815.1	GCF_002086815.1	GTDB reference	Cultured isolate	Mycobacterium parafortuitum	RGM (large-genome)	6.136	68.53	93.37	11.88	present	absent	absent					Mycolicibacterium parafortuitum	Mycolicibacterium	non_pathogen	93.69	88	draft	99.83	0.23	complete by definition (isolate)			100
RS_GCF_010725485.1	GCF_010725485.1	GTDB reference	MAG / uncultured	Mycobacterium sp002946335	RGM (large-genome)	6.044	68.39	92.47	11.88	present	absent	absent					Mycolicibacterium parafortuitum	Mycolicibacterium	non_pathogen	93.59	1	closed	99.07	0.23	complete by definition (closed)			100
RS_GCF_900454025.1	GCF_900454025.1	GTDB reference	Cultured isolate	Mycobacterium gilvum	RGM (large-genome)	6.433	67.64	88.17	11.9	present	present	absent					Mycolicibacterium gilvum	Mycolicibacterium	non_pathogen	91.89	11	draft	96.33	5.46	complete by definition (isolate)			100
RS_GCF_010726645.1	GCF_010726645.1	GTDB reference	Cultured isolate	Mycobacterium duvalii	RGM (large-genome)	5.657	68.29	91.7	11.88	present	present	absent					Mycolicibacterium duvalii	Mycolicibacterium	non_pathogen	93.31	1	closed	99.6	0.34	complete by definition (isolate)			100
RS_GCF_025263265.1	GCF_025263265.1	GTDB reference	MAG / uncultured	Mycobacterium sp025263265	RGM (large-genome)	5.937	66.64	90.3	11.66	present	present	absent					Mycobacterium sp. SMC-4	not validly named	non_pathogen	92.95	11	draft	99.11	0.17	CheckM2 v1.0.1 (this study)	100	0.01	100
RS_GCF_041287115.1	GCF_041287115.1	GTDB reference	MAG / uncultured	Mycobacterium sp041287115	RGM (large-genome)	5.118	68.01	92.09	11.98	present	present	absent					Mycobacterium sp. pV006	not validly named	non_pathogen	93.09	68	draft	99.31	0.71	CheckM2 v1.0.1 (this study)	100	0	100
GB_GCA_034190095.1	GCA_034190095.1	GTDB reference	MAG / uncultured	Mycobacterium sp034190095	RGM (large-genome)	5.248	69.31	92.54	11.83	present	present	absent					Actinomycetota bacterium	not validly named	non_pathogen	93.16	434	draft			CheckM2 v1.0.1 (this study)	99.51	0.09	99.51
RS_GCF_010728325.1	GCF_010728325.1	GTDB reference	Cultured isolate	Mycobacterium poriferae	RGM (large-genome)	5.929	68.04	89.49	11.87	present	present	absent					Mycolicibacterium poriferae	Mycolicibacterium	non_pathogen	91.87	2	draft	98.52	0.8	complete by definition (isolate)			100
spire_mag_01124179.fa	spire_mag_01124179	SPIRE MAG	MAG / uncultured	Mycobacterium poriferae	RGM (large-genome)	6.058	67.91	91.95	11.84	present	present	absent		100.0	1.47	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.95	467	draft			CheckM2 v1.0.1 (this study)	100	1.48	100
spire_mag_02293027.fa	spire_mag_02293027	SPIRE MAG	MAG / uncultured	Mycobacterium poriferae	RGM (large-genome)	6.078	68.02	91.93	11.81	present	present	absent	high salinity	100.0	2.65	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.93	240	draft			CheckM2 v1.0.1 (this study)	100	2.63	100
spire_mag_02300699.fa	spire_mag_02300699	SPIRE MAG	MAG / uncultured	Mycobacterium poriferae	RGM (large-genome)	5.912	67.84	91.94	11.76	present	present	absent	high salinity	97.86	4.23	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.94	605	draft			CheckM2 v1.0.1 (this study)	97.7	4.31	97.7
spire_mag_02295856.fa	spire_mag_02295856	SPIRE MAG	MAG / uncultured	Mycobacterium poriferae	RGM (large-genome)	5.907	68.03	92.1	11.78	present	present	absent	high salinity	99.95	0.49	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.1	401	draft			CheckM2 v1.0.1 (this study)	99.94	0.43	99.94
spire_mag_02306214.fa	spire_mag_02306214	SPIRE MAG	MAG / uncultured	Mycobacterium poriferae	RGM (large-genome)	5.485	68.09	92.37	11.85	present	present	absent	high salinity	96.15	0.14	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.37	478	draft			CheckM2 v1.0.1 (this study)	95.25	0.14	95.25
RS_GCF_017312405.1	GCF_017312405.1	GTDB reference	MAG / uncultured	Mycobacterium sp017312405	RGM (large-genome)	5.827	68.01	90.88	11.9	present	present	absent					Mycobacterium sp. PO1	not validly named	non_pathogen	92.45	153	draft	98.47	1.54	CheckM2 v1.0.1 (this study)	100	0.02	100
RS_GCF_964000695.1	GCF_964000695.1	GTDB reference	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.86	67.94	90.67	11.84	present	present	absent					uncultured Mycolicibacterium sp.	not validly named	non_pathogen	92.53	407	draft	96.6	2.28	CheckM2 v1.0.1 (this study)	99.89	0.3	99.89
spire_mag_02296017.fa	spire_mag_02296017	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.061	67.77	92.23	11.78	present	present	absent	high salinity	99.86	1.75	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.23	513	draft			CheckM2 v1.0.1 (this study)	99.61	1.56	99.61
spire_mag_02298516.fa	spire_mag_02298516	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.046	67.86	92.46	11.78	present	present	absent	high salinity	100.0	0.51	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.46	174	draft			CheckM2 v1.0.1 (this study)	100	0.47	100
spire_mag_02293016.fa	spire_mag_02293016	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.019	67.88	92.56	11.78	present	present	absent	high salinity	99.99	0.33	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.56	357	draft			CheckM2 v1.0.1 (this study)	99.99	0.22	99.99
spire_mag_02307968.fa	spire_mag_02307968	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.003	67.9	92.37	11.78	present	present	absent		99.59	2.19	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.37	390	draft			CheckM2 v1.0.1 (this study)	99.64	1.97	99.64
spire_mag_02300518.fa	spire_mag_02300518	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.037	67.83	92.45	11.78	present	present	absent	high salinity	99.71	2.51	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.45	314	draft			CheckM2 v1.0.1 (this study)	99.7	2.28	99.7
spire_mag_02166032.fa	spire_mag_02166032	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.861	67.81	92.54	11.79	present	present	absent	high salinity	99.91	0.12	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.54	375	draft			CheckM2 v1.0.1 (this study)	99.9	0.09	99.9
spire_mag_02294311.fa	spire_mag_02294311	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.012	67.82	92.4	11.79	present	present	absent	high salinity	99.95	2.05	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.4	366	draft			CheckM2 v1.0.1 (this study)	99.97	1.75	99.97
spire_mag_02299450.fa	spire_mag_02299450	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.139	67.82	92.34	11.77	present	present	absent	high salinity	100.0	2.67	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.34	325	draft			CheckM2 v1.0.1 (this study)	100	2.26	100
spire_mag_02208815.fa	spire_mag_02208815	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.119	67.78	92.3	11.78	present	present	absent	high salinity	97.64	1.52	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.3	488	draft			CheckM2 v1.0.1 (this study)	97.86	1.25	97.86
spire_mag_02296681.fa	spire_mag_02296681	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.995	67.86	92.54	11.79	present	present	absent	high salinity	100.0	0.11	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.54	168	draft			CheckM2 v1.0.1 (this study)	100	0.05	100
spire_mag_02307077.fa	spire_mag_02307077	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.9	67.83	92.45	11.78	present	present	absent	high salinity	99.52	1.45	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.45	261	draft			CheckM2 v1.0.1 (this study)	99.56	1.35	99.56
spire_mag_02298601.fa	spire_mag_02298601	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.057	67.85	92.47	11.78	present	present	absent	high salinity	99.98	0.87	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.47	275	draft			CheckM2 v1.0.1 (this study)	99.98	0.73	99.98
spire_mag_02307797.fa	spire_mag_02307797	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.094	67.84	92.48	11.78	present	present	absent	high salinity	100.0	2.09	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.48	80	draft			CheckM2 v1.0.1 (this study)	100	1.83	100
spire_mag_02292565.fa	spire_mag_02292565	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.04	67.83	92.52	11.78	present	present	absent	high salinity	100.0	0.98	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.52	260	draft			CheckM2 v1.0.1 (this study)	100	0.86	100
spire_mag_02307626.fa	spire_mag_02307626	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.073	67.72	92.45	11.8	present	present	absent	high salinity	100.0	0.31	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.45	129	draft			CheckM2 v1.0.1 (this study)	100	0.24	100
spire_mag_02300785.fa	spire_mag_02300785	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.069	67.83	92.42	11.79	present	present	absent	high salinity	100.0	0.38	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.42	145	draft			CheckM2 v1.0.1 (this study)	100	0.27	100
spire_mag_02294715.fa	spire_mag_02294715	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.973	67.86	92.58	11.8	present	present	absent	high salinity	100.0	1.65	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.58	127	draft			CheckM2 v1.0.1 (this study)	100	1.37	100
spire_mag_02305637.fa	spire_mag_02305637	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.968	67.82	92.53	11.79	present	present	absent	high salinity	100.0	1.03	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.53	223	draft			CheckM2 v1.0.1 (this study)	100	0.75	100
spire_mag_02292667.fa	spire_mag_02292667	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.085	67.84	92.48	11.78	present	present	absent	high salinity	100.0	0.69	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.48	85	draft			CheckM2 v1.0.1 (this study)	100	0.54	100
spire_mag_02297337.fa	spire_mag_02297337	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.007	67.82	92.49	11.8	present	present	absent	high salinity	96.33	3.55	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.49	544	draft			CheckM2 v1.0.1 (this study)	96.39	3.52	96.39
spire_mag_02297276.fa	spire_mag_02297276	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.902	67.74	92.34	11.79	present	present	absent	high salinity	96.28	3.8	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.34	699	draft			CheckM2 v1.0.1 (this study)	96.25	3.8	96.25
spire_mag_02293116.fa	spire_mag_02293116	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	6.035	67.71	92.03	11.74	present	present	absent	high salinity	90.84	3.98	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.03	661	draft			CheckM2 v1.0.1 (this study)	90.9	3.81	90.9
spire_mag_02296298.fa	spire_mag_02296298	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.918	67.86	92.41	11.75	present	present	absent	high salinity	95.03	1.36	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.41	614	draft			CheckM2 v1.0.1 (this study)	95.01	1.17	95.01
spire_mag_02299568.fa	spire_mag_02299568	SPIRE MAG	MAG / uncultured	Mycobacterium sp964000695	RGM (large-genome)	5.781	67.96	92.56	11.79	present	present	absent	high salinity	94.2	1.01	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	92.56	650	draft			CheckM2 v1.0.1 (this study)	94.11	0.99	94.11
RS_GCF_019710635.1	GCF_019710635.1	GTDB reference	Cultured isolate	Mycobacterium xanthum	RGM (large-genome)	5.553	68.66	89.2	11.87	present	absent	absent					Mycolicibacterium xanthum	Mycolicibacterium	non_pathogen	91.12	152	draft	98.87	0.57	complete by definition (isolate)			100
GB_GCA_025965815.1	GCA_025965815.1	GTDB reference	MAG / uncultured	Mycobacterium sp025965815	RGM (large-genome)	5.662	66.62	89.01	11.27	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	89.08	877	draft	75.93	2.95	CheckM2 v1.0.1 (this study)	81.76	3.25	81.76
GB_GCA_001665235.1	GCA_001665235.1	GTDB reference	MAG / uncultured	Mycobacterium sp001665235	SGM	5.67	66.34	89.44	11.45	present	absent	absent					Mycobacterium sp. 1100029.7	not validly named	non_pathogen	92.16	85	draft	98.63	2.33	CheckM2 v1.0.1 (this study)	100	0.09	100
RS_GCF_002102355.1	GCF_002102355.1	GTDB reference	Cultured isolate	Mycobacterium sherrisii	SGM	5.562	67.02	89.08	11.21	present	absent	absent					Mycobacterium sherrisii	Mycobacterium	non_pathogen	91.4	128	draft	99.72	1.69	complete by definition (isolate)			100
RS_GCF_010727605.1	GCF_010727605.1	GTDB reference	NTM (isolate)	Mycobacterium simiae	SGM	5.789	66.22	89.42	11.22	present	absent	absent					Mycobacterium simiae	Mycobacterium	opportunistic_pathogen	91.37	1	closed	99.04	1.78	complete by definition (isolate)			100
RS_GCF_902168065.1	GCF_902168065.1	GTDB reference	Cultured isolate	Mycobacterium tilburgii	SGM	3.239	66.27	59.81	11.15	present	absent	absent					Mycobacterium tilburgii	Mycobacterium	non_pathogen	82.41	102	draft	85.42	4.33	complete by definition (isolate)			100
RS_GCF_000526915.1	GCF_000526915.1	GTDB reference	NTM (isolate)	Mycobacterium genavense	SGM	4.936	66.92	68.03	11.25	present	absent	absent					Mycobacterium genavense ATCC 51234	Mycobacterium	opportunistic_pathogen	88.72	25	draft	96.02	0.62	complete by definition (isolate)			100
RS_GCF_000689255.1	GCF_000689255.1	GTDB reference	NTM (isolate)	Mycobacterium triplex	SGM	6.383	66.6	90.07	11.38	present	absent	absent					Mycobacterium triplex	Mycobacterium	opportunistic_pathogen	92.15	4	draft	98.29	0.56	complete by definition (isolate)			100
RS_GCF_022374895.2	GCF_022374895.2	GTDB reference	NTM (isolate)	Mycobacterium lentiflavum	SGM	6.164	65.94	89.47	11.36	absent	absent	absent					Mycobacterium lentiflavum	Mycobacterium	opportunistic_pathogen	91.04	4	draft	99.05	0.56	complete by definition (isolate)			100
RS_GCF_036409155.1	GCF_036409155.1	GTDB reference	MAG / uncultured	Mycobacterium sp036409155	SGM	6.734	65.88	89.11	11.39	absent	absent	absent					Mycobacterium sp. 050128	not validly named	non_pathogen	90.85	52	draft	99.1	1.92	CheckM2 v1.0.1 (this study)	100	0.63	100
RS_GCF_039023525.1	GCF_039023525.1	GTDB reference	MAG / uncultured	Mycobacterium sp039023525	SGM	6.664	66.03	89.4	11.36	present	absent	absent					Mycobacterium sp. 050272	not validly named	non_pathogen	91.17	72	draft	98.41	2.44	CheckM2 v1.0.1 (this study)	100	0.65	100
RS_GCF_900176255.2	GCF_900176255.2	GTDB reference	Cultured isolate	Mycobacterium ahvazicum	SGM	6.121	66.24	88.71	11.39	present	absent	absent					Mycobacterium ahvazicum	Mycobacterium	non_pathogen	92.03	9	draft	99.06	1.97	complete by definition (isolate)			100
